,localidade,rede,ideb_2015,ideb_2017,ideb_2019,ideb_2021,ideb_2023,meta_2015,meta_2017,meta_2019,meta_2021,anos,cod,6_ao_9_ano,1_ao_5_ano,ensino_médio
2328,Mirassol,Estadual,5.5,5.5,5.6,5.5,6.0,"5,7","5,9","6,1","6,3",6º ao 9º ano,3530300.0,True,False,False
2329,Mirassol,Municipal,6.1,6.5,7.0,6.5,6.9,"6,5","6,7","6,9","7,1",1º ao 5º ano,3530300.0,False,True,False
2330,Mirassol,Pública,6.1,6.5,7.0,6.5,6.9,"6,5","6,7","6,9","7,1",1º ao 5º ano,3530300.0,False,True,False
2331,Mirassol,Pública,5.5,5.5,5.6,5.5,6.0,"5,7","5,9","6,1","6,3",6º ao 9º ano,3530300.0,True,False,False
2334,Mirassolândia,Estadual,4.7,4.2,5.1,4.6,5.3,"5,3","5,5","5,7",6,6º ao 9º ano,3530409.0,True,False,False
2335,Mirassolândia,Municipal,6.8,7.1,7.1,6.2,6.9,"6,2","6,5","6,7","6,9",1º ao 5º ano,3530409.0,False,True,False
2336,Mirassolândia,Pública,6.8,7.1,7.1,6.2,6.9,"6,2","6,5","6,7","6,9",1º ao 5º ano,3530409.0,False,True,False
2337,Mirassolândia,Pública,4.7,4.2,5.1,4.6,5.3,"5,3","5,5","5,7",6,6º ao 9º ano,3530409.0,True,False,False
2341,Mococa,Estadual,6.6,6.2,6.4,5.8,6.3,"6,3","6,5","6,7",7,1º ao 5º ano,3530508.0,False,True,False
2342,Mococa,Estadual,5.0,5.1,5.2,5.0,4.9,"5,3","5,5","5,8",6,6º ao 9º ano,3530508.0,True,False,False
2343,Mococa,Municipal,5.4,5.8,5.9,5.7,5.7,"5,7",6,"6,2","6,4",6º ao 9º ano,3530508.0,True,False,False
2344,Mococa,Municipal,6.2,6.3,6.1,5.7,5.5,6,"6,3","6,5","6,7",1º ao 5º ano,3530508.0,False,True,False
2345,Mococa,Pública,6.4,6.2,6.2,5.8,5.8,"6,1","6,3","6,6","6,8",1º ao 5º ano,3530508.0,False,True,False
2346,Mococa,Pública,5.1,5.2,5.3,5.1,5.1,"5,3","5,5","5,8",6,6º ao 9º ano,3530508.0,True,False,False
2349,Mogi das Cruzes,Estadual,5.9,6.2,6.4,5.9,5.5,"5,9","6,1","6,4","6,6",1º ao 5º ano,3530607.0,False,True,False
2350,Mogi das Cruzes,Estadual,4.7,4.8,5.0,5.3,5.3,"5,2","5,4","5,7","5,9",6º ao 9º ano,3530607.0,True,False,False
2351,Mogi das Cruzes,Municipal,5.7,5.7,6.0,5.8,6.4,6,"6,2","6,4","6,6",6º ao 9º ano,3530607.0,True,False,False
2352,Mogi das Cruzes,Municipal,6.3,6.8,6.9,6.3,6.3,"5,9","6,1","6,3","6,6",1º ao 5º ano,3530607.0,False,True,False
2353,Mogi das Cruzes,Pública,6.3,6.8,6.8,6.3,6.3,"5,7",6,"6,2","6,5",1º ao 5º ano,3530607.0,False,True,False
2354,Mogi das Cruzes,Pública,4.7,4.8,5.0,5.3,5.3,"5,2","5,4","5,7","5,9",6º ao 9º ano,3530607.0,True,False,False
2359,Mogi Guaçu,Estadual,5.0,5.3,5.4,5.2,5.2,"5,2","5,5","5,7","5,9",6º ao 9º ano,3530706.0,True,False,False
2360,Mogi Guaçu,Municipal,5.6,5.9,5.9,5.7,5.8,"6,2","6,4","6,6","6,8",6º ao 9º ano,3530706.0,True,False,False
2361,Mogi Guaçu,Municipal,6.5,6.8,7.0,6.1,6.7,"6,5","6,7","6,9","7,1",1º ao 5º ano,3530706.0,False,True,False
2362,Mogi Guaçu,Pública,6.5,6.8,7.0,6.1,6.7,"5,9","6,2","6,4","6,7",1º ao 5º ano,3530706.0,False,True,False
2363,Mogi Guaçu,Pública,5.3,5.6,5.6,5.5,5.5,"5,2","5,5","5,7","5,9",6º ao 9º ano,3530706.0,True,False,False
2367,Mogi Mirim,Estadual,4.6,4.7,4.8,5.2,5.0,"5,1","5,4","5,6","5,9",6º ao 9º ano,3530805.0,True,False,False
2368,Mogi Mirim,Municipal,4.8,5.4,5.8,5.9,5.8,"4,6","4,9","5,1","5,4",6º ao 9º ano,3530805.0,True,False,False
2369,Mogi Mirim,Municipal,5.8,6.6,6.6,6.3,6.6,"6,4","6,6","6,8",7,1º ao 5º ano,3530805.0,False,True,False
2370,Mogi Mirim,Pública,5.8,6.6,6.6,6.3,6.6,"6,1","6,4","6,6","6,8",1º ao 5º ano,3530805.0,False,True,False
2371,Mogi Mirim,Pública,4.6,4.9,5.1,5.4,5.3,"5,1","5,4","5,6","5,9",6º ao 9º ano,3530805.0,True,False,False
2376,Mombuca,Municipal,5.1,6.6,6.9,5.9,5.8,"5,9","6,2","6,4","6,6",1º ao 5º ano,3530904.0,False,True,False
2377,Mombuca,Pública,5.1,6.6,6.9,5.9,5.8,"5,9","6,2","6,4","6,6",1º ao 5º ano,3530904.0,False,True,False
2383,Monções,Estadual,5.1,5.9,5.4,5.9,5.7,"5,5","5,7","5,9","6,1",6º ao 9º ano,3531001.0,True,False,False
2384,Monções,Pública,6.4,6.4,7.2,5.9,6.8,"5,8",6,"6,3","6,5",1º ao 5º ano,3531001.0,False,True,False
2385,Monções,Pública,5.1,5.9,5.4,5.9,5.7,"5,5","5,7","5,9","6,1",6º ao 9º ano,3531001.0,True,False,False
2389,Mongaguá,Municipal,4.5,4.8,5.1,5.0,4.7,"4,8","5,1","5,3","5,6",6º ao 9º ano,3531100.0,True,False,False
2390,Mongaguá,Municipal,5.9,6.1,6.0,5.6,5.6,"5,5","5,8",6,"6,3",1º ao 5º ano,3531100.0,False,True,False
2391,Mongaguá,Pública,5.9,6.1,6.0,5.6,5.6,"5,5","5,8","6,1","6,3",1º ao 5º ano,3531100.0,False,True,False
2392,Mongaguá,Pública,4.5,4.8,5.1,5.0,4.7,5,"5,2","5,5","5,7",6º ao 9º ano,3531100.0,True,False,False
2395,Monte Alegre do Sul,Municipal,4.9,4.7,5.6,5.5,5.6,"5,2","5,5","5,7","5,9",6º ao 9º ano,3531209.0,True,False,False
2396,Monte Alegre do Sul,Municipal,6.2,6.3,6.3,6.0,6.4,"5,8",6,"6,3","6,5",1º ao 5º ano,3531209.0,False,True,False
2397,Monte Alegre do Sul,Pública,6.2,6.3,6.3,6.0,6.4,"5,8",6,"6,3","6,5",1º ao 5º ano,3531209.0,False,True,False
2398,Monte Alegre do Sul,Pública,4.9,4.7,5.6,5.5,5.6,"5,2","5,5","5,7","5,9",6º ao 9º ano,3531209.0,True,False,False
2401,Monte Alto,Estadual,5.0,5.3,5.5,5.3,5.1,"5,5","5,7",6,"6,2",6º ao 9º ano,3531308.0,True,False,False
2402,Monte Alto,Municipal,4.9,5.3,5.3,5.4,5.3,"5,3","5,5","5,7",6,6º ao 9º ano,3531308.0,True,False,False
2403,Monte Alto,Municipal,6.4,6.6,6.4,5.9,6.4,"5,8","6,1","6,3","6,6",1º ao 5º ano,3531308.0,False,True,False
2404,Monte Alto,Pública,6.4,6.6,6.4,5.9,6.4,"5,8","6,1","6,3","6,6",1º ao 5º ano,3531308.0,False,True,False
2405,Monte Alto,Pública,5.0,5.3,5.4,5.3,5.2,"5,4","5,7","5,9","6,1",6º ao 9º ano,3531308.0,True,False,False
2409,Monte Aprazível,Municipal,5.1,5.1,5.3,5.2,5.2,"5,4","5,6","5,8","6,1",6º ao 9º ano,3531407.0,True,False,False
2410,Monte Aprazível,Municipal,6.4,6.6,6.9,6.7,7.0,"6,3","6,5","6,7",7,1º ao 5º ano,3531407.0,False,True,False
2411,Monte Aprazível,Pública,6.4,6.6,6.9,6.7,7.0,"6,3","6,5","6,7",7,1º ao 5º ano,3531407.0,False,True,False
2412,Monte Aprazível,Pública,5.0,5.1,5.4,5.3,5.3,"5,4","5,6","5,8","6,1",6º ao 9º ano,3531407.0,True,False,False
2415,Monte Azul Paulista,Estadual,5.5,5.0,4.9,4.7,5.2,"4,6","4,9","5,2","5,4",6º ao 9º ano,3531506.0,True,False,False
2416,Monte Azul Paulista,Municipal,4.9,5.2,5.7,5.8,5.8,"5,4","5,6","5,9","6,1",6º ao 9º ano,3531506.0,True,False,False
2417,Monte Azul Paulista,Municipal,6.2,6.8,7.0,6.1,6.5,6,"6,3","6,5","6,7",1º ao 5º ano,3531506.0,False,True,False
2418,Monte Azul Paulista,Pública,6.2,6.8,7.0,6.1,6.5,6,"6,3","6,5","6,7",1º ao 5º ano,3531506.0,False,True,False
2419,Monte Azul Paulista,Pública,5.3,5.1,5.3,5.3,5.6,"4,8",5,"5,3","5,5",6º ao 9º ano,3531506.0,True,False,False
2423,Monte Castelo,Estadual,5.3,4.8,5.2,5.4,5.7,"5,8","6,1","6,3","6,5",6º ao 9º ano,3531605.0,True,False,False
2424,Monte Castelo,Municipal,6.4,7.3,7.0,6.2,6.8,6,"6,3","6,5","6,7",1º ao 5º ano,3531605.0,False,True,False
2425,Monte Castelo,Pública,6.4,7.3,7.0,6.2,6.8,"6,6","6,8",7,"7,2",1º ao 5º ano,3531605.0,False,True,False
2426,Monte Castelo,Pública,5.3,4.8,5.2,5.4,5.7,"5,8","6,1","6,3","6,5",6º ao 9º ano,3531605.0,True,False,False
2430,Monte Mor,Estadual,4.8,4.7,5.1,5.2,5.1,"5,4","5,7","5,9","6,1",6º ao 9º ano,3531803.0,True,False,False
2431,Monte Mor,Municipal,5.0,5.3,5.5,5.2,5.4,5,"5,2","5,5","5,7",6º ao 9º ano,3531803.0,True,False,False
2432,Monte Mor,Municipal,6.0,6.4,6.6,5.9,6.3,"5,3","5,6","5,9","6,1",1º ao 5º ano,3531803.0,False,True,False
2433,Monte Mor,Pública,6.0,6.4,6.6,5.9,6.3,"5,4","5,7",6,"6,2",1º ao 5º ano,3531803.0,False,True,False
2434,Monte Mor,Pública,4.9,5.1,5.4,5.2,5.3,"5,4","5,7","5,9","6,1",6º ao 9º ano,3531803.0,True,False,False
2437,Monteiro Lobato,Estadual,4.7,4.9,5.5,5.1,4.9,"5,1","5,4","5,6","5,9",6º ao 9º ano,3531704.0,True,False,False
2438,Monteiro Lobato,Municipal,6.8,6.8,5.9,5.9,5.8,"5,5","5,8","6,1","6,3",1º ao 5º ano,3531704.0,False,True,False
2439,Monteiro Lobato,Pública,6.8,6.8,5.9,5.9,5.8,"5,5","5,8","6,1","6,3",1º ao 5º ano,3531704.0,False,True,False
2440,Monteiro Lobato,Pública,4.7,4.9,5.5,5.1,4.9,"5,1","5,4","5,6","5,9",6º ao 9º ano,3531704.0,True,False,False
2444,Morro Agudo,Estadual,4.8,4.6,4.5,4.8,5.1,"4,7","4,9","5,2","5,5",6º ao 9º ano,3531902.0,True,False,False
2445,Morro Agudo,Municipal,5.0,5.3,4.7,5.3,5.1,"3,7",4,"4,2","4,5",6º ao 9º ano,3531902.0,True,False,False
2446,Morro Agudo,Municipal,5.7,6.0,6.2,5.1,6.0,"5,5","5,8","6,1","6,3",1º ao 5º ano,3531902.0,False,True,False
2447,Morro Agudo,Pública,5.7,6.0,6.2,5.1,6.0,"5,6","5,8","6,1","6,3",1º ao 5º ano,3531902.0,False,True,False
2448,Morro Agudo,Pública,4.9,5.1,4.6,5.1,5.1,"4,7","4,9","5,2","5,5",6º ao 9º ano,3531902.0,True,False,False
2451,Morungaba,Estadual,5.0,5.2,5.5,5.5,5.1,"5,7",6,"6,2","6,4",6º ao 9º ano,3532009.0,True,False,False
2452,Morungaba,Municipal,4.3,5.2,4.9,5.2,4.8,5,"5,3","5,5","5,8",6º ao 9º ano,3532009.0,True,False,False
2453,Morungaba,Municipal,6.3,6.2,6.4,6.2,6.0,6,"6,3","6,5","6,7",1º ao 5º ano,3532009.0,False,True,False
2454,Morungaba,Pública,6.3,6.2,6.4,6.2,6.0,6,"6,3","6,5","6,7",1º ao 5º ano,3532009.0,False,True,False
2455,Morungaba,Pública,4.7,5.2,5.1,5.3,4.9,"5,5","5,7","5,9","6,2",6º ao 9º ano,3532009.0,True,False,False
2458,Motuca,Municipal,4.9,5.3,4.7,5.9,5.3,"5,6","5,8","6,1","6,3",6º ao 9º ano,3532058.0,True,False,False
2459,Motuca,Municipal,6.3,6.8,6.4,6.8,6.9,"6,3","6,6","6,8",7,1º ao 5º ano,3532058.0,False,True,False
2460,Motuca,Pública,6.3,6.8,6.4,6.8,6.9,"6,3","6,6","6,8",7,1º ao 5º ano,3532058.0,False,True,False
2461,Motuca,Pública,4.9,5.3,4.7,5.9,5.3,"5,6","5,8","6,1","6,3",6º ao 9º ano,3532058.0,True,False,False
2464,Murutinga do Sul,Estadual,4.9,4.4,5.3,4.8,5.7,"4,8","5,1","5,3","5,6",6º ao 9º ano,3532108.0,True,False,False
2465,Murutinga do Sul,Municipal,6.7,7.6,7.0,5.7,6.4,6,"6,2","6,5","6,7",1º ao 5º ano,3532108.0,False,True,False
2466,Murutinga do Sul,Pública,6.7,7.6,7.0,5.7,6.4,6,"6,2","6,5","6,7",1º ao 5º ano,3532108.0,False,True,False
2467,Murutinga do Sul,Pública,4.9,4.4,5.3,4.8,5.7,"4,8","5,1","5,3","5,6",6º ao 9º ano,3532108.0,True,False,False
2470,Nantes,Estadual,5.1,5.6,5.3,5.5,5.4,"5,2","5,4","5,7","5,9",6º ao 9º ano,3532157.0,True,False,False
2471,Nantes,Municipal,6.1,6.2,6.2,5.7,5.5,"5,5","5,8","6,1","6,3",1º ao 5º ano,3532157.0,False,True,False
2472,Nantes,Pública,6.1,6.2,6.2,5.7,5.5,"5,5","5,8","6,1","6,3",1º ao 5º ano,3532157.0,False,True,False
2473,Nantes,Pública,5.1,5.6,5.3,5.5,5.4,"5,2","5,4","5,7","5,9",6º ao 9º ano,3532157.0,True,False,False
2476,Narandiba,Municipal,4.9,5.0,4.6,5.1,5.2,"5,5","5,7",6,"6,2",6º ao 9º ano,3532207.0,True,False,False
2477,Narandiba,Municipal,6.0,6.8,6.4,6.0,6.3,"5,5","5,8",6,"6,3",1º ao 5º ano,3532207.0,False,True,False
2478,Narandiba,Pública,6.0,6.8,6.4,6.0,6.3,"5,5","5,8",6,"6,3",1º ao 5º ano,3532207.0,False,True,False
2479,Narandiba,Pública,4.9,5.0,4.6,5.1,5.2,"5,5","5,7",6,"6,2",6º ao 9º ano,3532207.0,True,False,False
2484,Natividade da Serra,Estadual,5.1,5.5,5.2,5.5,5.0,"4,7","4,9","5,2","5,4",6º ao 9º ano,3532306.0,True,False,False
2485,Natividade da Serra,Municipal,6.1,6.5,6.4,6.2,6.7,"5,3","5,5","5,8","6,1",1º ao 5º ano,3532306.0,False,True,False
2486,Natividade da Serra,Pública,6.1,6.5,6.4,6.2,6.7,"5,4","5,7",6,"6,2",1º ao 5º ano,3532306.0,False,True,False
2487,Natividade da Serra,Pública,5.1,5.5,5.2,5.5,5.0,"4,8","5,1","5,3","5,6",6º ao 9º ano,3532306.0,True,False,False
2490,Nazaré Paulista,Estadual,5.5,6.6,6.1,6.5,6.3,"6,2","6,5","6,7","6,9",1º ao 5º ano,3532405.0,False,True,False
2491,Nazaré Paulista,Estadual,4.7,5.0,5.3,5.5,5.1,"5,2","5,4","5,7","5,9",6º ao 9º ano,3532405.0,True,False,False
2492,Nazaré Paulista,Municipal,5.9,6.5,6.8,6.1,6.7,"5,7","5,9","6,2","6,4",1º ao 5º ano,3532405.0,False,True,False
2493,Nazaré Paulista,Pública,5.9,6.6,6.7,6.2,6.6,"5,8","6,1","6,3","6,6",1º ao 5º ano,3532405.0,False,True,False
2494,Nazaré Paulista,Pública,4.7,5.0,5.3,5.5,5.1,"5,2","5,4","5,7","5,9",6º ao 9º ano,3532405.0,True,False,False
2498,Neves Paulista,Municipal,5.7,7.1,6.9,6.7,7.7,"6,2","6,5","6,7","6,9",1º ao 5º ano,3532504.0,False,True,False
2499,Neves Paulista,Pública,5.7,7.1,6.9,6.7,7.7,"6,2","6,5","6,7","6,9",1º ao 5º ano,3532504.0,False,True,False
2504,Nhandeara,Estadual,5.3,5.3,5.7,5.7,5.2,"6,2","6,4","6,6","6,8",6º ao 9º ano,3532603.0,True,False,False
2505,Nhandeara,Municipal,7.7,7.0,7.1,6.8,6.7,"6,3","6,5","6,8",7,1º ao 5º ano,3532603.0,False,True,False
2506,Nhandeara,Pública,7.7,7.0,7.0,6.8,6.7,"6,3","6,5","6,7",7,1º ao 5º ano,3532603.0,False,True,False
2507,Nhandeara,Pública,5.3,5.3,5.7,5.7,5.2,"6,2","6,4","6,6","6,8",6º ao 9º ano,3532603.0,True,False,False
2510,Nipoã,Estadual,5.0,4.9,5.2,5.1,5.1,"5,1","5,4","5,6","5,8",6º ao 9º ano,3532702.0,True,False,False
2511,Nipoã,Municipal,5.9,6.7,7.2,6.3,7.2,"5,5","5,8","6,1","6,3",1º ao 5º ano,3532702.0,False,True,False
2512,Nipoã,Pública,5.9,6.7,7.2,6.3,7.2,"5,5","5,8","6,1","6,3",1º ao 5º ano,3532702.0,False,True,False
2513,Nipoã,Pública,5.0,4.9,5.2,5.1,5.1,"5,1","5,4","5,6","5,8",6º ao 9º ano,3532702.0,True,False,False
2517,Nova Aliança,Estadual,5.0,4.8,4.1,5.9,5.3,"5,7","5,9","6,2","6,4",6º ao 9º ano,3532801.0,True,False,False
2518,Nova Aliança,Municipal,5.8,5.4,6.7,6.7,7.0,"6,2","6,4","6,7","6,9",1º ao 5º ano,3532801.0,False,True,False
2519,Nova Aliança,Pública,5.8,5.4,6.7,6.7,7.0,"6,2","6,4","6,7","6,9",1º ao 5º ano,3532801.0,False,True,False
2520,Nova Aliança,Pública,5.0,4.6,4.2,5.9,5.3,"5,5","5,7",6,"6,2",6º ao 9º ano,3532801.0,True,False,False
2524,Nova Campina,Municipal,6.1,6.1,6.0,5.7,6.4,"5,1","5,4","5,7","5,9",1º ao 5º ano,3532827.0,False,True,False
2525,Nova Campina,Pública,6.1,6.1,6.0,5.7,6.4,"5,1","5,4","5,7","5,9",1º ao 5º ano,3532827.0,False,True,False
2530,Nova Canaã Paulista,Estadual,5.3,5.7,6.4,6.3,5.3,6,"6,2","6,4","6,6",6º ao 9º ano,3532843.0,True,False,False
2531,Nova Canaã Paulista,Municipal,7.3,7.2,6.9,7.1,7.9,"6,4","6,6","6,8",7,1º ao 5º ano,3532843.0,False,True,False
2532,Nova Canaã Paulista,Pública,7.3,7.2,6.9,7.1,7.9,"5,7","5,9","6,2","6,4",1º ao 5º ano,3532843.0,False,True,False
2533,Nova Canaã Paulista,Pública,5.3,5.7,6.4,6.3,5.3,6,"6,2","6,4","6,6",6º ao 9º ano,3532843.0,True,False,False
2542,Nova Europa,Municipal,4.4,5.0,5.5,5.1,5.6,"5,4","5,7","5,9","6,1",6º ao 9º ano,3532900.0,True,False,False
2543,Nova Europa,Municipal,6.2,6.4,6.8,6.2,6.6,6,"6,2","6,5","6,7",1º ao 5º ano,3532900.0,False,True,False
2544,Nova Europa,Pública,6.2,6.4,6.8,6.2,6.6,6,"6,2","6,5","6,7",1º ao 5º ano,3532900.0,False,True,False
2545,Nova Europa,Pública,4.4,5.0,5.5,5.1,5.6,"5,4","5,7","5,9","6,1",6º ao 9º ano,3532900.0,True,False,False
2548,Nova Granada,Estadual,4.2,4.8,5.0,5.2,5.2,"5,2","5,4","5,7","5,9",6º ao 9º ano,3533007.0,True,False,False
2549,Nova Granada,Municipal,6.3,6.7,6.9,6.2,6.3,"6,3","6,6","6,8",7,1º ao 5º ano,3533007.0,False,True,False
2550,Nova Granada,Pública,6.3,6.7,6.9,6.2,6.3,"6,3","6,6","6,8",7,1º ao 5º ano,3533007.0,False,True,False
2551,Nova Granada,Pública,4.2,4.8,5.0,5.2,5.2,"5,2","5,4","5,7","5,9",6º ao 9º ano,3533007.0,True,False,False
2555,Nova Guataporanga,Estadual,5.4,6.2,6.2,5.6,5.7,"5,5","5,7","5,9","6,2",6º ao 9º ano,3533106.0,True,False,False
2556,Nova Guataporanga,Municipal,6.7,6.5,6.6,6.5,6.5,"6,8",7,"7,2","7,3",1º ao 5º ano,3533106.0,False,True,False
2557,Nova Guataporanga,Pública,6.7,6.5,6.6,6.5,6.5,"5,8",6,"6,3","6,5",1º ao 5º ano,3533106.0,False,True,False
2558,Nova Guataporanga,Pública,5.4,6.2,6.2,5.6,5.7,"5,5","5,7","5,9","6,2",6º ao 9º ano,3533106.0,True,False,False
2561,Nova Independência,Municipal,4.7,4.9,4.3,5.4,4.7,"5,1","5,4","5,6","5,9",6º ao 9º ano,3533205.0,True,False,False
2562,Nova Independência,Municipal,5.9,6.2,6.3,5.7,6.3,"5,3","5,5","5,8","6,1",1º ao 5º ano,3533205.0,False,True,False
2563,Nova Independência,Pública,5.9,6.2,6.3,5.7,6.3,"5,3","5,5","5,8","6,1",1º ao 5º ano,3533205.0,False,True,False
2564,Nova Independência,Pública,4.7,4.9,4.3,5.4,4.7,"5,1","5,4","5,6","5,9",6º ao 9º ano,3533205.0,True,False,False
2567,Nova Luzitânia,Estadual,5.5,5.3,5.6,5.6,6.1,"5,8",6,"6,2","6,4",6º ao 9º ano,3533304.0,True,False,False
2568,Nova Luzitânia,Municipal,6.8,6.3,7.1,6.6,7.0,"6,2","6,4","6,7","6,9",1º ao 5º ano,3533304.0,False,True,False
2569,Nova Luzitânia,Pública,6.8,6.3,7.1,6.6,7.0,"6,2","6,4","6,7","6,9",1º ao 5º ano,3533304.0,False,True,False
2570,Nova Luzitânia,Pública,5.5,5.3,5.6,5.6,6.1,"5,8",6,"6,2","6,4",6º ao 9º ano,3533304.0,True,False,False
2573,Nova Odessa,Estadual,5.3,5.3,5.5,5.6,5.8,"5,8",6,"6,2","6,5",6º ao 9º ano,3533403.0,True,False,False
2574,Nova Odessa,Municipal,6.5,6.9,7.3,6.8,6.7,"6,2","6,4","6,7","6,9",1º ao 5º ano,3533403.0,False,True,False
2575,Nova Odessa,Pública,6.5,6.9,7.3,6.8,6.7,"6,2","6,4","6,7","6,9",1º ao 5º ano,3533403.0,False,True,False
2576,Nova Odessa,Pública,5.3,5.3,5.5,5.6,5.8,"5,8",6,"6,2","6,5",6º ao 9º ano,3533403.0,True,False,False
2579,Novais,Municipal,4.8,4.7,5.4,5.2,5.5,"5,3","5,6","5,8",6,6º ao 9º ano,3533254.0,True,False,False
2580,Novais,Municipal,6.8,6.5,7.3,6.6,6.9,"6,3","6,6","6,8",7,1º ao 5º ano,3533254.0,False,True,False
2581,Novais,Pública,6.8,6.5,7.3,6.6,6.9,"6,3","6,6","6,8",7,1º ao 5º ano,3533254.0,False,True,False
2582,Novais,Pública,4.8,4.7,5.4,5.2,5.5,"5,3","5,6","5,8",6,6º ao 9º ano,3533254.0,True,False,False
2586,Novo Horizonte,Estadual,4.7,5.0,4.7,5.2,6.1,"4,8",5,"5,3","5,6",6º ao 9º ano,3533502.0,True,False,False
2587,Novo Horizonte,Municipal,6.7,7.2,6.7,5.6,5.6,5,"5,3","5,5","5,8",6º ao 9º ano,3533502.0,True,False,False
2588,Novo Horizonte,Municipal,7.6,7.7,7.5,6.3,6.7,"6,2","6,5","6,7","6,9",1º ao 5º ano,3533502.0,False,True,False
2589,Novo Horizonte,Pública,7.6,7.7,7.5,6.3,6.7,"6,5","6,7","6,9","7,1",1º ao 5º ano,3533502.0,False,True,False
2590,Novo Horizonte,Pública,6.2,6.7,6.4,5.6,5.6,"4,7",5,"5,2","5,5",6º ao 9º ano,3533502.0,True,False,False
2596,Nuporanga,Municipal,6.6,6.9,7.1,5.9,6.1,"6,6","6,8",7,"7,2",1º ao 5º ano,3533601.0,False,True,False
2597,Nuporanga,Pública,6.6,6.9,7.1,5.9,6.1,"6,3","6,5","6,8",7,1º ao 5º ano,3533601.0,False,True,False
2602,Ocauçu,Estadual,4.9,5.2,5.6,5.5,5.4,"5,5","5,8",6,"6,2",6º ao 9º ano,3533700.0,True,False,False
2603,Ocauçu,Municipal,7.4,7.2,7.1,6.1,7.6,"5,8","6,1","6,3","6,6",1º ao 5º ano,3533700.0,False,True,False
2604,Ocauçu,Pública,7.4,7.2,7.1,6.1,7.6,"5,7","5,9","6,2","6,4",1º ao 5º ano,3533700.0,False,True,False
2605,Ocauçu,Pública,4.9,5.2,5.6,5.5,5.4,"5,5","5,8",6,"6,2",6º ao 9º ano,3533700.0,True,False,False
2611,Óleo,Estadual,5.1,5.7,5.0,5.8,4.8,"4,7","4,9","5,2","5,4",6º ao 9º ano,3533809.0,True,False,False
2612,Óleo,Pública,5.1,5.7,5.0,5.8,4.8,"4,7","4,9","5,2","5,4",6º ao 9º ano,3533809.0,True,False,False
2615,Olímpia,Estadual,5.3,5.6,5.6,5.6,5.8,"5,5","5,7",6,"6,2",6º ao 9º ano,3533908.0,True,False,False
2616,Olímpia,Municipal,6.5,6.8,6.9,6.3,6.9,6,"6,3","6,5","6,7",1º ao 5º ano,3533908.0,False,True,False
2617,Olímpia,Pública,6.5,6.8,6.9,6.3,6.9,6,"6,3","6,5","6,7",1º ao 5º ano,3533908.0,False,True,False
2618,Olímpia,Pública,5.3,5.6,5.6,5.6,5.8,"5,5","5,7",6,"6,2",6º ao 9º ano,3533908.0,True,False,False
2621,Onda Verde,Estadual,5.3,4.6,4.5,5.0,4.6,"5,7","5,9","6,1","6,3",6º ao 9º ano,3534005.0,True,False,False
2622,Onda Verde,Municipal,6.7,6.5,6.4,5.9,6.5,"6,2","6,5","6,7","6,9",1º ao 5º ano,3534005.0,False,True,False
2623,Onda Verde,Pública,6.7,6.5,6.4,5.9,6.5,"6,2","6,5","6,7","6,9",1º ao 5º ano,3534005.0,False,True,False
2624,Onda Verde,Pública,5.3,4.6,4.5,5.0,4.6,"5,7","5,9","6,1","6,3",6º ao 9º ano,3534005.0,True,False,False
2628,Oriente,Estadual,4.4,4.8,4.7,5.1,4.8,"5,9","6,1","6,4","6,6",6º ao 9º ano,3534104.0,True,False,False
2629,Oriente,Pública,6.0,6.1,6.6,5.7,6.2,"5,7","5,9","6,2","6,4",1º ao 5º ano,3534104.0,False,True,False
2630,Oriente,Pública,4.4,4.8,4.7,5.1,4.8,"5,9","6,1","6,4","6,6",6º ao 9º ano,3534104.0,True,False,False
2633,Orindiúva,Municipal,5.7,5.8,6.0,5.6,5.8,6,"6,2","6,4","6,6",6º ao 9º ano,3534203.0,True,False,False
2634,Orindiúva,Municipal,7.0,7.2,7.2,6.2,6.9,7,"7,2","7,4","7,6",1º ao 5º ano,3534203.0,False,True,False
2635,Orindiúva,Pública,7.0,7.2,7.2,6.2,6.9,7,"7,2","7,4","7,6",1º ao 5º ano,3534203.0,False,True,False
2636,Orindiúva,Pública,5.7,5.8,6.0,5.6,5.8,6,"6,2","6,4","6,6",6º ao 9º ano,3534203.0,True,False,False
2640,Orlândia,Municipal,5.0,5.2,5.1,5.0,4.9,"4,9","5,2","5,4","5,7",6º ao 9º ano,3534302.0,True,False,False
2641,Orlândia,Municipal,6.3,6.3,6.3,5.5,6.0,"6,2","6,4","6,7","6,9",1º ao 5º ano,3534302.0,False,True,False
2642,Orlândia,Pública,6.3,6.3,6.3,5.5,6.0,"6,2","6,4","6,7","6,9",1º ao 5º ano,3534302.0,False,True,False
2643,Orlândia,Pública,5.0,5.2,5.1,5.0,4.9,"4,9","5,1","5,4","5,6",6º ao 9º ano,3534302.0,True,False,False
2647,Osasco,Estadual,4.3,4.4,4.8,5.0,4.9,5,"5,2","5,5","5,7",6º ao 9º ano,3534401.0,True,False,False
2648,Osasco,Municipal,5.9,6.1,6.3,5.9,6.3,"5,8","6,1","6,3","6,6",1º ao 5º ano,3534401.0,False,True,False
2649,Osasco,Pública,5.9,6.1,6.3,5.9,6.3,"5,8","6,1","6,3","6,6",1º ao 5º ano,3534401.0,False,True,False
