;NOME;INSTITUICAO_ENSINO_ALUNO;IDADE_ALUNO;ANOS_PM;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO;FASE;TURMA
1138;ALUNO-1139;Escola Pública;12;1;Não;7.492500666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;8.9;7.5;7.5;7.708333333333334;7.499996666666666;5.0;2020;2;C
1140;ALUNO-1141;Escola Pública;13;1;Não;6.9812520000000005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;7.0;7.5;6.0;7.8125;7.5;5.0;2020;2;D
1141;ALUNO-1142;Escola Pública;17;3;Não;5.968749333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.0;6.25;3.1666666666666665;7.1875;6.70833;5.0;2020;6;A
1144;ALUNO-1145;Escola Pública;15;0;Não;6.225555333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;6.1;6.875;4.666666666666667;8.125;5.777770000000001;5.0;2020;3;J
1147;ALUNO-1148;Escola Pública;16;2;Não;3.0650015;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.66667;1.2;2.5;0.0;5.0;4.5416725;5.0;2020;4;F
1148;ALUNO-1149;Escola Pública;10;1;Não;7.029166999999999;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;5.625;9.0;2.5;4.833325;5.0;2020;0;E
1149;ALUNO-1150;Escola Pública;9;2;Não;8.673890666666669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.8;7.5;9.5;7.916666666666668;7.61111;10.0;2020;1;H
1155;ALUNO-1156;Escola Pública;13;1;Não;8.281250333333332;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.0;7.5;8.666666666666666;7.8125;6.916665;10.0;2020;3;B
1157;ALUNO-1158;UNISA;18;1;;8.818335000000001;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9.58335;10.0;7.5;8.4;0.0;0.0;10.0;2020;8;A
1158;ALUNO-1159;Escola Pública;15;1;Sim;8.552224666666667;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;9.9;6.875;9.333333333333334;8.125;8.944449999999998;5.0;2020;3;F
1160;ALUNO-1161;Escola Pública;14;2;Não;6.2183348333333335;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;7.8;4.375;4.666666666666667;5.625;6.1249975;5.0;2020;3;L
1164;ALUNO-1165;Escola Pública;13;1;Não;8.080002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;9.9;7.5;9.0;7.5;7.5;5.0;2020;2;D
1165;ALUNO-1166;Escola Pública;13;3;Não;5.6905573333333335;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.3;5.0;4.0;6.25;5.277776666666666;5.0;2020;2;E
1166;ALUNO-1167;Escola Pública;9;1;Não;7.627502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.7;6.25;4.5;8.125;8.0;10.0;2020;1;F
1167;ALUNO-1168;Escola Pública;11;0;Não;8.043751;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;8.5;7.5;10.0;7.1875;7.916665;5.0;2020;1;M
1169;ALUNO-1170;Escola Pública;9;1;Não;8.178752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.3;7.5;9.0;7.1875;7.25;10.0;2020;1;G
1170;ALUNO-1171;Escola Pública;12;1;Sim;8.925003;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;9.5;6.25;8.333333333333334;8.749999999999998;9.500006666666668;10.0;2020;3;C
1171;ALUNO-1172;Escola Pública;10;2;Não;6.268752;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;5.0;7.5;4.5;7.1875;7.25;5.0;2020;1;D
1172;ALUNO-1173;Escola Pública;15;1;Não;4.420833666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;2.0;3.75;0.0;6.875;5.833333333333335;10.0;2020;5;B
1173;ALUNO-1174;Escola Pública;15;1;Sim;7.3906255;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;7.0;6.875;5.0;8.28125;8.8333375;10.0;2020;5;F
1174;ALUNO-1175;Escola Pública;10;0;Não;5.367224;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;5.1;7.5;0.0;7.916666666666668;7.277776666666666;5.0;2020;1;K
1175;ALUNO-1176;Escola Pública;15;3;Não;8.233335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.0;8.75;6.333333333333333;9.166666666666666;8.500003333333334;10.0;2020;5;B
1177;ALUNO-1178;Escola Pública;13;1;Não;5.692918;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;3.1;6.875;4.25;7.1875;7.58333;5.0;2020;2;M
1180;ALUNO-1181;Escola Pública;10;1;Não;7.745836000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;5.625;10.0;2.5;7.66667;5.0;2020;0;D
1186;ALUNO-1187;Escola Pública;13;1;Não;7.060279333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.1;7.5;4.5;8.125;7.888886666666667;5.0;2020;2;G
1187;ALUNO-1188;Escola Pública;17;1;Não;5.461458666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;1.0;7.5;4.333333333333333;7.03125;5.75;10.0;2020;7;A
1188;ALUNO-1189;UNISA;19;1;;9.218335;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9.58335;10.0;7.5;9.4;0.0;0.0;10.0;2020;8;A
1189;ALUNO-1190;Escola Pública;11;1;Não;8.100557333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.6;6.875;8.0;6.875;6.777776666666665;10.0;2020;2;N
1190;ALUNO-1191;Rede Decisão/União;12;3;Não;6.828125666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;9.5;4.375;3.333333333333333;7.65625;6.333335;10.0;2020;3;B
1192;ALUNO-1193;Escola Pública;11;0;Não;6.912779333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;6.8;7.5;3.75;7.083333333333333;7.222219999999999;10.0;2020;2;L
1194;ALUNO-1195;Escola Pública;11;0;Não;8.153752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.8;7.5;7.0;8.4375;7.75;10.0;2020;2;D
1196;ALUNO-1197;Rede Decisão/União;16;4;Não;7.820418166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.8;6.25;5.333333333333333;8.4375;8.2500025;10.0;2020;6;A
1197;ALUNO-1198;Escola Pública;11;0;Não;6.790556666666666;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;5.8;5.0;7.5;7.083333333333333;7.611106666666666;5.0;2020;1;K
1199;ALUNO-1200;Escola Pública;16;2;Não;7.520000166666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.6;6.25;5.833333333333333;7.5;8.333332500000001;10.0;2020;6;B
1204;ALUNO-1205;Escola Pública;9;1;Sim;8.962503;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.00002;9.5;7.5;10.0;8.125;9.000005;10.0;2020;1;A
1214;ALUNO-1215;Escola Pública;10;1;Sim;8.700003;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.5;7.5;10.0;7.5;9.000005;5.0;2020;1;D
1215;ALUNO-1216;UNISA;18;1;;7.218335;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9.58335;0.0;7.5;9.4;0.0;0.0;10.0;2020;8;A
1216;ALUNO-1217;Rede Decisão/União;13;4;Sim;8.443336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;8.8;4.375;8.0;9.375;9.37501;10.0;2020;3;A
1217;ALUNO-1218;Rede Decisão/União;17;3;Sim;8.840628;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.5;7.5;7.5;8.90625;9.416675;10.0;2020;7;B
1218;ALUNO-1219;Escola Pública;13;3;Sim;7.974724666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.7;7.5;3.8333333333333335;8.958333333333332;8.944453333333334;10.0;2020;4;B
1221;ALUNO-1222;Rede Decisão/União;17;4;Não;7.533542000000001;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;6.6;6.875;7.0;7.34375;7.374995;10.0;2020;7;B
1222;ALUNO-1223;Escola Pública;11;1;Sim;8.350558;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.6;7.5;9.5;8.75;8.77778;5.0;2020;1;R
1224;ALUNO-1225;Escola Pública;14;1;Não;5.984724;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;8.0;7.5;0.0;8.541666666666666;7.944446666666668;5.0;2020;2;P
1225;ALUNO-1226;Escola Pública;11;1;Não;8.129724666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.1;5.625;9.5;8.75;8.611113333333334;5.0;2020;1;R
1227;ALUNO-1228;Escola Pública;11;1;Não;7.600000666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.91668;8.5;7.5;6.5;7.916666666666667;6.833329999999999;10.0;2020;2;N
1228;ALUNO-1229;Escola Pública;9;2;Não;7.917778666666665;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.2;5.625;8.0;5.208333333333333;7.222216666666665;10.0;2020;1;J
1229;ALUNO-1230;Rede Decisão/União;12;3;Não;7.567082333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.24999;9.7;7.5;4.666666666666667;8.4375;7.375;10.0;2020;3;L
1230;ALUNO-1231;Escola Pública;12;3;Não;6.0041660000000014;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;7.0;4.375;7.0;6.666666666666666;7.999996666666666;5.0;2020;2;E
1231;ALUNO-1232;Escola Pública;12;1;Não;6.008751;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.2;7.5;0.0;7.1875;7.249995;5.0;2020;2;H
1236;ALUNO-1237;Escola Pública;13;1;Não;6.985000666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;8.3;7.5;5.5;7.5;7.166663333333332;5.0;2020;2;G
1237;ALUNO-1238;Escola Pública;8;2;Não;8.539168;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.416679999999999;8.8;7.5;10.0;6.875;8.0;10.0;2020;1;F
1240;ALUNO-1241;Escola Pública;11;2;Não;4.179721333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;2.1;7.5;0.0;6.875;6.611106666666666;10.0;2020;2;G
1243;ALUNO-1244;Escola Pública;9;1;Não;8.742502000000002;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.9;7.5;9.5;8.125;7.75;10.0;2020;1;B
1247;ALUNO-1248;Rede Decisão/União;13;3;Não;8.442778666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.2;6.875;7.666666666666667;8.541666666666666;8.055553333333332;10.0;2020;3;G
1248;ALUNO-1249;Rede Decisão/União;14;3;Sim;8.006044;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;7.9;6.25;6.0;8.59375;9.125005;10.0;2020;5;F
1249;ALUNO-1250;Escola Pública;13;1;Não;6.484720666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.66666;5.0;7.5;3.333333333333333;8.125;7.94444;10.0;2020;3;R
1250;ALUNO-1251;Escola Pública;14;0;Não;7.613959833333333;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;6.7;10.0;7.666666666666667;7.65625;7.7916675;5.0;2020;3;M
1251;ALUNO-1252;Escola Pública;16;2;Não;5.802082833333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;6.5;7.5;3.1666666666666665;7.1875;6.9999975;10.0;2020;6;B
1252;ALUNO-1253;Escola Pública;10;1;Não;7.429166;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;5.625;10.0;2.5;6.3333200000000005;5.0;2020;0;G
