;NOME;INSTITUICAO_ENSINO_ALUNO;IDADE_ALUNO;ANOS_PM;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO;FASE;TURMA
983;ALUNO-984;Escola Pública;10;3;Não;5.311390666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;4.3;7.5;0.0;7.291666666666667;7.61111;5.0;2020;1;H
985;ALUNO-986;Escola Pública;14;2;Não;7.000417666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;4.2;7.5;6.333333333333333;8.4375;6.916665;10.0;2020;4;F
988;ALUNO-989;Escola Pública;12;0;Não;7.886668666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.6;7.5;7.0;8.333333333333334;7.666666666666667;5.0;2020;2;P
990;ALUNO-991;Escola Pública;10;1;Não;6.7994460000000005;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;7.9;6.25;2.5;7.5;7.22222;10.0;2020;2;N
991;ALUNO-992;Escola Pública;9;1;Não;7.32;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;5.6;7.5;9.5;7.5;6.99999;5.0;2020;0;F
992;ALUNO-993;Rede Decisão/União;14;2;Não;7.5256255;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;8.3;4.375;6.0;8.28125;8.458337499999999;10.0;2020;5;F
993;ALUNO-994;Escola Pública;11;1;Não;8.677223999999999;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.4;6.875;9.0;7.708333333333334;7.944443333333333;10.0;2020;2;F
995;ALUNO-996;Rede Decisão/União;10;2;Não;7.736390666666667;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;7.3;7.5;6.0;7.708333333333334;8.277776666666668;10.0;2020;2;G
996;ALUNO-997;Escola Pública;9;1;Não;8.982502;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.6;10.0;9.0;8.125;7.75;10.0;2020;1;A
998;ALUNO-999;Rede Decisão/União;12;2;Não;7.004444666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;5.8;3.125;7.333333333333333;6.875;7.72222;10.0;2020;3;G
1001;ALUNO-1002;Escola Pública;14;0;Não;8.114724;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;9.4;7.5;8.333333333333334;8.125;7.944446666666668;5.0;2020;3;J
1002;ALUNO-1003;Escola Pública;14;1;Não;7.598890333333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;6.8;7.5;8.0;8.749999999999998;7.777776666666667;5.0;2020;3;C
1003;ALUNO-1004;Escola Pública;8;0;Não;7.675002000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;6.25;9.0;2.5;5.5;10.0;2020;0;H
1005;ALUNO-1006;Escola Pública;10;1;Não;7.8105573333333345;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.4;7.5;7.5;7.916666666666668;7.444443333333333;5.0;2020;1;H
1006;ALUNO-1007;Escola Pública;11;1;Não;7.526669333333331;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.3;7.5;4.0;8.333333333333332;7.666670000000001;10.0;2020;2;P
1009;ALUNO-1010;Escola Pública;9;1;Não;8.582085;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.9;5.0;10.0;7.1875;7.416665;10.0;2020;1;B
1011;ALUNO-1012;Escola Pública;8;0;Não;8.765835000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;9.1;7.5;10.0;8.125;7.916665;10.0;2020;1;M
1013;ALUNO-1014;Escola Pública;10;1;Não;6.964446;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.6;7.5;5.0;7.5;7.222219999999999;5.0;2020;1;N
1014;ALUNO-1015;Escola Pública;12;2;Sim;8.052502;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;7.2;7.5;6.666666666666667;8.125;9.000003333333332;10.0;2020;3;R
1015;ALUNO-1016;Escola Pública;12;1;Não;7.433890666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.6;7.5;6.0;7.916666666666668;7.11111;5.0;2020;2;E
1016;ALUNO-1017;Rede Decisão/União;11;2;Não;8.473890666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;8.8;7.5;8.5;7.083333333333333;8.277776666666666;10.0;2020;2;J
1017;ALUNO-1018;Escola Pública;17;0;Não;4.995277333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;4.9;7.5;0.0;8.541666666666666;5.388883333333333;5.0;2020;5;L
1018;ALUNO-1019;Escola Pública;17;0;Não;6.252775000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.24999;6.5;7.5;4.333333333333333;8.333333333333334;6.88888;5.0;2020;5;A
1019;ALUNO-1020;FIAP;18;3;;6.250001;D;Quartzo;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Ponto a melhorar em 2021: As suas notas na Faculdade.;;8.75001;0.0;6.875;7.5;0.0;0.0;10.0;2020;8;A
1020;ALUNO-1021;Escola Pública;12;1;Não;6.782918;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.8;6.875;4.5;7.1875;7.58333;5.0;2020;2;M
1021;ALUNO-1022;Escola Pública;8;0;Não;8.780002;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.9;7.5;9.0;7.5;7.5;10.0;2020;0;F
1023;ALUNO-1024;Escola Pública;17;0;Não;3.7622213333333336;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;2.2;3.125;0.0;7.708333333333334;4.94444;5.0;2020;5;L
1026;ALUNO-1027;Rede Decisão/União;15;4;Sim;8.069793166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;9.0;4.375;6.333333333333333;8.90625;9.0000025;10.0;2020;5;G
1027;ALUNO-1028;Escola Pública;12;1;Não;7.73389;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.1;7.5;7.5;7.916666666666668;7.111106666666665;5.0;2020;2;C
1028;ALUNO-1029;Escola Pública;10;1;Sim;8.352502999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.7;7.5;9.0;8.125;9.000005;5.0;2020;1;D
1030;ALUNO-1031;Escola Pública;8;0;Sim;9.166669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;10.0;7.5;8.833335;10.0;2020;0;B
1033;ALUNO-1034;Escola Pública;11;1;Não;7.751391333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.5;7.5;5.5;8.125;7.944446666666668;10.0;2020;2;N
1034;ALUNO-1035;Escola Pública;10;0;Não;8.263334666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.4;7.5;10.0;7.5;7.166663333333332;5.0;2020;1;C
1035;ALUNO-1036;Escola Pública;12;0;Não;4.701666666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.41668;3.3;6.875;0.0;6.458333333333334;6.833326666666666;5.0;2020;1;E
1040;ALUNO-1041;Escola Pública;12;1;Não;7.793543333333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;5.4;7.5;8.666666666666666;7.96875;7.79167;10.0;2020;3;M
1045;ALUNO-1046;Escola Pública;14;2;Sim;7.993334666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;9.3;7.5;7.666666666666667;8.333333333333334;8.83334;5.0;2020;3;R
1046;ALUNO-1047;Escola Pública;13;2;Não;4.833887333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;2.1;7.5;0.0;7.916666666666668;5.611103333333333;10.0;2020;4;L
1050;ALUNO-1051;Escola Pública;12;1;Não;6.254445333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;2.8;7.5;3.6666666666666665;7.5;7.72222;10.0;2020;3;F
1055;ALUNO-1056;Escola Pública;16;1;Não;4.336873833333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;3.7;4.375;2.6666666666666665;6.09375;5.0833275;2.5;2020;3;L
1060;ALUNO-1061;Escola Pública;12;2;Não;7.940278666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.5;6.875;9.0;7.916666666666668;7.555549999999999;5.0;2020;2;C
1066;ALUNO-1067;Escola Pública;9;2;Não;8.312502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;9.5;8.125;7.5;5.0;2020;0;D
1069;ALUNO-1070;Escola Pública;10;1;Não;7.633334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;9.5;5.0;5.66666;5.0;2020;0;E
1071;ALUNO-1072;Escola Pública;12;0;Não;8.193334333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.3;7.5;7.333333333333333;8.749999999999998;7.833333333333334;10.0;2020;3;C
1074;ALUNO-1075;Rede Decisão/União;14;4;Não;8.796113333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.8;10.0;6.666666666666667;8.749999999999998;8.55556;10.0;2020;4;A
1076;ALUNO-1077;Escola Pública;8;0;Não;8.254168;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;7.5;7.5;6.875;6.83333;10.0;2020;0;C
1077;ALUNO-1078;Escola Pública;11;1;Não;7.804168000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.416679999999999;8.0;6.875;10.0;7.083333333333334;7.833333333333333;5.0;2020;1;J
1078;ALUNO-1079;Escola Pública;10;1;Não;6.602502;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.7;7.5;4.25;7.291666666666667;7.666666666666667;5.0;2020;1;J
1080;ALUNO-1081;Escola Pública;16;3;Não;5.2535425;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;6.7;3.125;4.0;6.09375;4.2916675;5.0;2020;5;G
1083;ALUNO-1084;Escola Pública;8;1;Não;8.308336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;4.375;9.0;6.875;7.41667;10.0;2020;0;D
1084;ALUNO-1085;Escola Pública;14;1;Não;6.205209666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.5;7.5;3.333333333333333;7.96875;7.375;5.0;2020;3;M
1086;ALUNO-1087;Escola Pública;11;2;Não;7.635279333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.50002;8.6;7.5;6.0;7.708333333333334;7.222219999999999;10.0;2020;2;L
1087;ALUNO-1088;Escola Pública;17;2;Não;6.116945666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;4.8;7.5;2.6666666666666665;8.541666666666666;8.222223333333334;5.0;2020;5;L
1088;ALUNO-1089;Escola Pública;10;1;Sim;8.900004;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;7.5;8.5;10.0;10.00001;5.0;2020;0;B
1089;ALUNO-1090;Escola Pública;10;2;Não;6.611668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.00002;4.6;7.5;8.0;7.083333333333333;7.166663333333332;5.0;2020;1;N
1091;ALUNO-1092;Escola Pública;16;1;Não;5.3102075;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;4.9;7.5;2.0;7.96875;6.9166625;10.0;2020;6;A
1092;ALUNO-1093;Rede Decisão/União;16;4;Não;7.297778666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;9.1;7.5;5.333333333333333;8.333333333333332;7.055553333333334;5.0;2020;5;B
1093;ALUNO-1094;Escola Pública;13;1;Não;8.041252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.3;7.5;8.5;7.8125;7.75;5.0;2020;2;D
1094;ALUNO-1095;Escola Pública;7;1;Não;9.116669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;10.0;7.5;10.0;7.5;8.083335;10.0;2020;0;B
1096;ALUNO-1097;Rede Decisão/União;12;3;Não;7.818543333333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;7.4;7.5;6.666666666666667;7.96875;7.5;10.0;2020;3;B
1099;ALUNO-1100;FIAP;15;2;;8.976668;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9.16668;10.0;7.5;8.9;0.0;0.0;10.0;2020;8;A
1102;ALUNO-1103;Escola Pública;13;4;Não;6.394585;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91668;8.9;4.375;3.5;4.6875;8.583335;5.0;2020;2;H
1104;ALUNO-1105;Escola Pública;11;4;Não;7.648752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;9.4;7.5;7.5;7.1875;7.75;5.0;2020;1;D
1105;ALUNO-1106;Escola Pública;10;1;Sim;7.734169;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.9;4.375;9.5;2.5;8.833335;5.0;2020;0;E
1109;ALUNO-1110;Escola Pública;10;1;Não;7.852501999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.7;7.5;8.5;8.125;8.0;5.0;2020;1;A
1111;ALUNO-1112;Escola Pública;16;2;Não;6.8100005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;5.8;6.25;4.5;7.5;7.9166675;10.0;2020;6;B
1118;ALUNO-1119;Escola Pública;8;1;Não;8.541252;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.8;7.5;9.0;7.8125;7.25;10.0;2020;1;A
1122;ALUNO-1123;Rede Decisão/União;15;1;Sim;8.266390000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;8.7;6.875;8.333333333333334;9.166666666666666;9.611113333333332;5.0;2020;3;J
1126;ALUNO-1127;Escola Pública;12;2;Sim;7.356669999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.2;7.5;6.5;5.0;9.33334;5.0;2020;2;B
1127;ALUNO-1128;Rede Decisão/União;14;2;Sim;8.229169833333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;5.5;10.0;6.666666666666667;9.375;9.7083425;10.0;2020;4;E
1128;ALUNO-1129;Rede Decisão/União;10;1;Não;8.035278666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.1;5.0;8.0;7.708333333333334;7.222216666666665;10.0;2020;2;F
1129;ALUNO-1130;Escola Pública;11;1;Não;8.788613333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.7;6.875;9.0;8.333333333333334;7.888890000000001;10.0;2020;2;N
1130;ALUNO-1131;Escola Pública;13;1;Não;7.046043;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.1;6.25;4.0;7.34375;6.541665;10.0;2020;3;B
1131;ALUNO-1132;Rede Decisão/União;17;1;Não;7.131251333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;8.0;6.25;6.166666666666667;7.8125;8.20834;5.0;2020;6;C
1132;ALUNO-1133;Escola Pública;17;1;Não;5.431249666666666;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.5;6.25;5.833333333333333;7.8125;7.291665;5.0;2020;6;A
1133;ALUNO-1134;Escola Pública;13;1;Não;7.178543166666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;6.7;7.5;4.833333333333333;7.96875;6.8333325;10.0;2020;3;A
1135;ALUNO-1136;Escola Pública;14;1;Não;7.737918833333333;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;7.2;5.0;7.666666666666667;7.8125;7.6250025;10.0;2020;4;E
1136;ALUNO-1137;UNISA;19;1;;9.338335;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9.58335;10.0;7.5;9.7;0.0;0.0;10.0;2020;8;A
